Time,Temp(*C),Humid(%)
21:29:46,24.4,66.4
21:29:52,24.4,66.3
21:29:57,24.4,66.2
21:30:03,24.3,66.1
21:30:08,24.3,65.8
21:30:16,24.3,65.7
21:30:22,24.3,65.6
21:30:28,24.3,52.6
21:30:33,24.3,65.3
21:30:39,24.3,65.0
21:30:44,24.3,65.0
21:30:52,24.3,64.9
21:30:58,24.3,64.8
21:31:03,24.3,64.7
21:31:09,24.2,64.6
21:31:14,24.2,64.5
21:31:20,24.2,64.5
21:31:25,24.2,64.5
21:31:31,24.3,64.5
21:31:36,24.2,64.5
21:31:42,24.2,64.5
21:31:48,24.2,64.3
21:31:53,24.2,64.3
21:31:59,24.2,64.2
21:32:04,24.2,64.3
21:32:10,24.2,64.3
21:32:15,24.2,64.2
21:32:21,24.2,64.3
21:32:26,24.2,64.2
21:32:34,24.2,64.0
21:32:42,24.1,63.8
21:32:48,24.1,63.8
21:32:53,24.1,63.7
21:32:59,24.0,63.6
21:33:05,24.0,63.6
21:33:10,24.0,63.6
21:33:18,24.1,63.7
21:33:24,24.0,63.7
21:33:32,24.0,63.6
21:33:37,24.0,63.6
21:33:43,24.0,63.6
21:33:48,24.0,63.7
21:33:54,24.0,63.7
21:33:59,24.0,63.8
21:34:05,24.0,63.8
21:34:10,24.0,63.7
21:34:18,24.0,63.7
21:34:24,23.9,63.7
21:34:30,23.9,63.5
21:34:38,24.0,63.7
21:34:48,24.0,63.7
21:34:54,24.0,63.7
21:34:59,23.9,63.7
21:35:05,23.9,63.7
21:35:10,23.9,63.7
21:35:16,23.9,63.7
21:35:21,23.9,63.8
21:35:27,23.9,63.8
21:35:35,23.9,63.9
21:35:43,23.9,64.1
21:35:49,23.9,64.1
21:35:54,23.9,64.3
21:36:00,23.9,64.4
21:36:05,23.9,64.6
21:36:11,23.9,64.7
21:36:16,23.9,64.9
21:36:22,24.0,65.1
21:36:27,23.9,65.3
21:36:33,24.0,65.5
21:36:38,24.0,65.7
21:36:44,23.9,65.7
21:36:49,24.0,65.8
21:36:55,23.9,65.9
21:37:00,24.0,66.3
21:37:06,23.9,66.4
21:37:12,23.9,66.6
21:37:17,23.9,66.6
21:37:23,23.9,66.8
21:37:28,23.9,66.9
21:37:34,23.9,67.0
21:37:39,23.9,67.1
21:37:45,23.9,67.2
21:37:50,23.9,67.2
21:37:56,23.9,67.4
21:38:01,23.9,67.4
21:38:07,23.9,67.6
21:38:12,23.9,67.7
21:38:18,23.9,67.9
21:38:23,24.0,68.0
21:38:29,23.9,68.0
21:38:35,23.9,68.1
21:38:40,23.9,68.1
21:38:46,23.9,68.1
21:38:51,23.9,68.2
21:38:57,23.9,68.2
21:39:02,23.9,68.3
21:39:08,23.9,68.3
21:39:21,24.0,68.5
21:39:26,24.0,68.6
21:39:32,24.0,68.6
21:39:37,24.0,68.6
21:39:43,24.0,68.6
21:39:48,24.0,68.6
21:39:54,24.0,68.6
21:40:00,24.0,68.7
21:40:05,24.0,68.7
21:40:11,24.0,68.7
21:40:19,24.0,68.8
21:40:24,24.0,68.8
21:40:30,24.0,68.8
21:40:35,24.0,68.8
21:40:41,24.1,68.8
21:40:46,24.1,68.9
21:40:52,24.1,68.9
21:40:57,24.1,68.9
21:41:03,24.1,69.0
21:41:08,24.1,69.0
21:41:14,24.1,69.0
21:41:20,24.1,69.2
21:41:25,24.1,69.2
21:41:31,24.1,69.4
21:41:36,24.1,69.4
21:41:42,24.1,69.4
21:41:47,24.1,69.4
21:41:53,24.1,69.5
21:41:58,24.1,69.5
21:42:04,24.1,69.5
21:42:12,24.1,69.5
21:42:17,24.1,69.5
21:43:06,24.2,70.0
21:43:54,24.2,70.2
21:44:43,24.2,70.7
21:45:19,24.2,70.8
21:45:24,24.1,70.7
21:45:32,24.2,70.8
21:45:38,24.2,70.8
21:45:43,24.2,70.9
21:45:49,24.2,70.9
21:45:57,24.2,70.9
21:46:02,24.2,71.0
21:46:08,24.2,71.0
21:46:13,24.2,71.0
21:46:19,24.2,70.9
21:46:24,24.2,71.0
21:46:30,24.2,71.0
21:46:36,24.2,71.0
21:46:44,24.2,70.9
21:46:52,24.3,71.0
21:46:57,24.2,70.9
21:47:03,24.2,71.0
21:47:08,24.2,71.0
21:47:14,24.3,71.0
21:47:19,24.3,71.0
21:47:25,24.3,71.0
21:47:33,24.3,71.0
21:47:41,24.3,71.0
21:47:46,24.2,70.9
21:47:52,24.2,71.0
21:47:58,24.3,71.0
21:48:03,24.2,70.9
21:48:52,24.3,70.6
21:49:40,24.4,70.4
21:50:28,24.4,70.0
21:51:17,24.4,68.0
21:52:05,24.3,66.5
21:52:54,24.2,65.0
21:53:42,24.1,64.7
21:54:31,24.0,64.9
21:55:19,24.0,64.7
21:56:10,24.1,64.7
21:56:18,23.9,64.5
21:56:26,23.9,64.5
21:56:32,23.9,64.5
21:56:37,23.9,64.5
21:56:43,23.9,64.6
21:56:48,23.9,64.6
21:56:54,23.9,64.6
21:56:59,23.9,64.6
21:57:05,23.9,64.6
21:57:10,23.9,64.6
21:57:16,23.9,64.5
21:57:21,23.9,64.5
21:57:27,23.9,64.5
21:57:33,23.9,64.5
21:57:38,23.9,64.6
21:57:44,23.9,64.6
21:57:49,23.8,64.5
21:57:55,23.9,64.7
21:58:00,23.8,64.6
21:58:06,23.8,64.7
21:58:11,23.8,64.8
21:58:17,23.8,64.9
21:58:25,23.8,65.1
21:58:30,23.8,65.2
21:58:38,23.9,65.6
21:58:46,23.9,65.8
21:58:55,23.9,66.2
21:59:03,23.9,66.2
21:59:11,23.9,66.5
21:59:19,23.9,66.7
21:59:24,23.9,66.7
21:59:30,23.8,66.9
22:00:18,23.9,67.9
22:01:07,23.9,68.5
22:01:12,23.9,68.5
22:01:18,23.9,68.5
22:01:23,23.9,68.5
22:01:29,23.9,68.7
22:01:34,23.9,68.8
22:01:40,23.9,69.0
22:01:45,23.9,69.1
22:01:51,23.9,69.2
22:01:56,23.9,69.3
22:02:02,23.9,69.3
22:02:08,23.9,69.3
22:02:13,23.9,69.3
22:02:19,23.9,69.3
22:02:24,23.9,69.4
22:02:30,23.9,69.5
22:02:35,23.9,69.6
22:02:43,23.9,69.6
22:02:49,23.9,69.6
22:02:54,23.9,69.7
22:03:00,23.9,69.7
22:03:08,24.0,69.9
22:03:16,23.9,69.9
22:03:21,24.0,69.9
22:03:27,24.0,69.9
22:03:33,24.0,70.0
22:03:38,24.0,70.0
22:03:44,24.0,70.1
22:03:49,24.0,70.2
22:03:55,24.0,70.3
22:04:00,24.0,70.3
22:04:06,23.9,70.2
22:04:11,24.0,70.3
22:04:17,24.0,70.3
22:04:22,24.0,70.3
22:04:28,24.0,70.4
22:04:36,24.0,70.3
22:04:41,24.0,70.3
22:04:47,24.0,70.4
22:04:53,24.0,70.4
22:04:58,24.0,70.5
22:05:04,24.1,70.5
22:05:09,24.0,70.6
22:05:15,24.0,70.5
22:05:20,24.0,70.5
22:05:28,24.0,70.6
22:05:34,24.0,70.6
22:05:39,24.0,70.7
22:05:45,24.0,70.7
22:05:50,24.0,70.9
22:05:56,24.0,70.9
22:06:01,24.0,71.0
22:06:07,24.0,70.9
22:06:12,24.0,70.9
22:06:18,24.0,71.0
22:06:24,24.0,71.0
22:06:29,24.1,71.1
22:06:35,24.0,71.0
22:06:43,24.1,71.0
22:06:48,24.0,71.0
22:06:54,24.0,71.0
22:06:59,24.0,71.0
22:07:05,24.0,71.0
22:07:10,24.1,71.1
22:07:16,24.1,71.1
22:07:24,24.1,71.2
22:07:29,24.1,71.3
22:07:38,24.1,71.4
22:07:43,24.1,71.3
22:07:49,24.1,71.4
22:07:54,24.1,71.5
22:08:02,24.1,71.4
22:08:08,24.1,71.4
22:08:13,24.0,71.4
22:08:19,24.1,71.4
22:08:24,24.1,71.3
22:08:30,24.1,71.3
22:08:35,24.1,71.3
22:08:41,24.1,71.3
22:08:46,24.1,71.4
22:08:52,24.1,71.4
22:08:57,24.1,71.4
22:09:03,24.1,71.4
22:09:09,24.1,71.4
22:09:14,24.1,71.3
22:09:20,24.1,71.3
22:09:25,24.1,71.2
22:09:33,24.1,71.2
22:09:39,24.1,71.3
22:09:44,24.1,71.3
22:09:50,24.2,71.5
22:09:55,24.2,71.5
22:10:01,24.2,71.5
22:10:06,24.1,71.4
22:10:12,24.2,71.4
22:10:23,24.2,71.3
22:10:28,24.2,71.2
22:10:34,24.2,71.3
22:10:39,24.2,71.3
22:10:45,24.2,71.3
22:10:50,24.2,71.3
22:10:56,24.2,71.3
22:11:01,24.2,71.3
22:11:07,24.2,71.3
22:11:12,24.2,71.3
22:11:18,24.2,71.3
22:11:23,24.2,71.3
22:11:29,24.3,71.3
22:11:34,24.2,71.3
22:11:40,24.2,71.2
22:11:45,24.2,71.2
22:11:54,24.3,71.1
22:11:59,24.3,71.0
22:12:05,24.3,70.8
22:12:10,24.3,70.8
22:12:16,24.2,70.4
22:12:21,24.3,70.4
22:12:27,24.2,70.0
22:12:35,24.2,69.5
22:12:40,24.3,69.5
22:12:46,24.2,69.2
22:12:51,24.2,69.1
22:12:57,24.2,68.8
22:13:02,24.2,68.7
22:13:08,24.2,68.5
22:13:14,24.2,68.4
22:13:19,24.1,68.1
22:13:27,24.2,67.9
22:13:33,24.2,67.9
22:13:38,24.2,67.6
22:13:44,24.1,67.5
22:13:49,24.1,67.2
22:13:55,24.1,67.1
22:14:00,24.1,66.9
22:14:06,24.1,66.9
22:14:11,24.1,66.7
22:14:17,24.1,66.6
22:14:22,24.0,66.5
22:14:30,24.0,66.3
22:14:36,24.0,66.2
22:14:42,24.0,66.1
22:14:47,24.0,66.1
22:14:53,24.0,66.1
22:14:58,24.0,66.1
22:15:06,24.0,66.0
22:15:14,24.0,65.9
22:15:20,24.0,65.9
22:15:25,24.0,65.9
22:15:31,24.0,65.9
22:15:36,24.0,66.0
22:15:42,23.9,65.9
22:15:47,24.0,66.0
22:15:53,23.9,65.9
22:15:59,23.9,66.0
22:16:07,23.9,66.0
22:16:12,23.9,66.0
22:16:18,23.9,66.0
22:16:26,23.9,66.0
22:16:31,23.9,66.1
22:16:37,23.9,66.1
22:16:42,23.9,66.2
22:16:48,23.9,66.2
22:16:56,23.9,66.4
22:17:01,23.9,66.4
22:17:07,23.9,66.4
22:17:13,24.0,66.4
22:17:18,23.9,66.3
22:17:24,23.9,66.3
22:17:29,23.9,66.4
22:17:35,23.9,66.3
22:17:40,23.9,66.3
22:17:48,23.9,66.5
22:17:56,23.9,66.5
22:18:02,23.9,66.5
22:18:07,23.9,66.5
22:18:13,23.9,66.5
22:18:18,23.9,66.5
22:18:24,23.9,66.5
22:18:29,23.9,66.4
22:18:35,23.9,66.5
22:18:41,23.9,66.5
22:18:46,23.9,66.5
22:18:52,23.9,66.5
22:18:57,23.8,66.4
22:19:03,23.9,66.5
22:19:11,23.9,66.6
22:19:21,23.9,66.6
22:19:29,23.9,66.6
22:19:35,23.9,66.6
22:19:40,23.9,66.5
22:19:46,23.9,66.5
22:19:52,23.9,66.5
22:19:57,23.9,66.5
22:20:03,23.9,66.5
22:20:11,23.9,66.4
22:20:16,23.9,66.4
22:20:22,23.9,66.4
22:20:27,23.9,66.4
22:20:33,23.9,66.4
22:20:38,24.0,66.4
22:20:44,23.9,66.3
22:20:49,24.0,66.4
22:20:55,24.0,66.3
22:21:00,24.0,66.4
22:21:06,23.9,66.3
22:21:11,23.9,66.3
22:21:17,23.9,66.3
22:21:23,24.0,66.3
22:21:28,24.0,66.3
22:22:17,24.0,66.1
22:22:22,24.0,66.1
22:22:28,24.0,66.1
22:22:33,24.0,66.1
22:22:39,24.0,66.1
22:22:44,24.0,66.1
22:22:50,24.0,66.0
22:22:55,24.1,66.1
22:23:01,24.0,66.0
22:23:06,24.1,66.0
22:23:12,24.0,65.9
22:23:20,24.1,66.0
22:23:25,24.0,65.9
22:23:31,24.1,65.9
22:23:36,24.0,65.8
22:23:42,24.1,65.9
22:23:48,24.1,65.9
22:23:53,24.1,65.9
22:23:59,24.1,65.9
22:24:04,24.1,65.9
22:24:10,24.1,65.9
22:24:15,24.1,65.9
22:24:21,24.1,65.8
22:24:26,24.1,65.8
22:24:32,24.1,65.8
22:24:37,24.1,65.8
22:24:43,24.1,65.8
22:24:48,24.1,65.8
22:24:54,24.1,65.8
22:25:05,24.1,65.8
22:25:10,24.1,65.8
22:25:16,24.1,65.7
22:25:21,24.1,65.7
22:25:27,24.1,65.7
22:25:32,24.2,65.8
22:25:38,24.2,65.7
22:25:46,24.2,65.7
22:25:51,24.1,65.6
22:25:57,24.2,65.7
22:26:02,24.2,65.7
22:26:08,24.1,65.6
22:26:13,24.2,65.7
22:26:22,24.2,65.6
22:26:27,24.2,65.6
22:26:33,24.2,65.6
22:26:38,24.2,65.6
22:26:44,24.2,65.6
22:26:49,24.2,65.5
22:26:55,24.2,65.5
22:27:00,24.2,65.5
22:27:06,24.2,65.5
22:27:11,24.2,65.5
22:27:17,24.2,65.5
22:27:22,24.2,65.4
22:27:28,24.2,65.4
22:27:33,24.2,65.4
22:27:39,24.2,65.4
22:27:44,24.2,65.4
22:27:50,24.1,65.4
22:27:56,24.2,65.4
22:28:01,24.2,65.4
22:28:07,24.2,65.4
22:28:12,24.2,65.4
22:28:18,24.2,65.4
22:28:23,24.2,65.4
22:28:29,24.2,65.4
22:28:37,24.3,65.4
22:28:45,24.3,65.4
22:28:50,24.2,65.3
22:28:56,24.3,65.4
22:29:01,24.3,65.4
22:29:07,24.2,65.3
22:29:13,24.3,65.4
22:29:18,24.3,65.4
22:29:24,24.3,65.4
22:29:32,24.2,65.3
22:29:37,24.3,65.4
22:29:43,24.3,65.4
22:29:48,24.3,65.4
22:29:54,24.3,65.4
22:29:59,24.3,65.4
22:30:07,24.3,65.3
22:30:13,24.3,65.3
22:30:18,24.3,65.3
22:30:26,24.2,65.3
22:30:32,24.3,65.4
22:30:38,24.3,65.4
22:30:43,24.3,65.3
22:30:49,24.3,65.3
22:30:54,24.3,65.3
22:31:02,24.3,65.3
22:31:13,24.3,65.3
22:31:21,24.3,65.3
22:31:26,24.3,65.3
22:31:32,24.3,65.3
22:31:37,24.3,65.3
22:31:43,24.3,65.3
22:31:49,24.3,65.2
22:31:54,24.3,65.2
22:32:00,24.3,65.2
22:32:05,24.3,65.2
22:32:11,24.3,65.2
22:32:19,24.3,65.2
22:32:29,24.4,65.2
22:32:35,24.3,65.2
22:32:40,24.3,65.1
22:32:46,24.3,65.1
22:32:51,24.3,65.1
22:32:57,24.4,65.1
22:33:02,24.3,65.1
22:33:08,24.4,65.1
22:33:14,24.4,65.1
22:33:19,24.4,65.1
22:33:25,24.4,65.1
22:33:30,24.3,65.0
22:33:38,24.4,65.1
22:33:44,24.4,65.1
22:33:49,24.4,65.1
22:33:55,24.4,65.1
22:34:00,24.4,65.0
22:34:06,24.4,65.0
22:34:11,24.4,65.0
22:34:17,24.4,65.0
22:34:22,24.4,65.0
22:34:28,24.4,65.0
22:34:33,24.4,65.0
22:34:39,24.4,65.1
22:34:45,24.3,65.0
22:34:50,24.5,65.1
22:34:56,24.5,65.1
22:35:01,24.4,65.0
22:35:07,24.4,64.9
22:35:17,24.4,64.9
22:35:23,24.5,65.0
22:35:31,24.4,64.9
22:35:36,24.4,64.9
22:35:42,24.4,64.9
22:35:47,24.4,64.9
22:35:53,24.5,65.0
22:35:59,24.4,64.8
22:36:04,24.4,64.9
22:36:12,24.4,64.8
22:36:20,24.5,64.8
22:36:26,24.5,64.9
22:36:31,24.4,64.8
22:36:37,24.4,64.8
22:36:42,24.4,64.7
22:36:48,24.5,64.8
22:36:56,24.5,64.8
22:37:01,24.5,64.8
22:37:07,24.5,64.8
22:37:12,24.5,64.8
22:37:18,24.5,64.8
22:37:24,24.5,64.8
22:37:29,24.5,64.8
22:37:37,24.4,64.7
22:37:43,24.4,64.7
22:37:48,24.4,64.7
22:37:54,24.5,64.8
22:37:59,24.5,64.8
22:38:05,24.5,64.8
22:38:13,24.5,64.8
22:38:18,24.5,64.8
22:38:24,24.5,64.8
22:38:29,24.5,64.8
22:38:35,24.5,64.8
22:38:40,24.5,64.8
22:38:46,24.5,64.8
22:38:54,24.5,64.7
22:39:00,24.5,64.8
22:39:05,24.5,64.7
22:39:11,24.5,64.8
22:39:16,24.5,64.8
22:39:22,24.5,64.8
22:39:32,24.5,64.8
22:39:38,24.5,64.8
22:39:43,24.5,64.8
22:39:49,24.5,64.8
22:39:54,24.5,64.8
22:40:00,24.5,64.8
22:40:08,24.5,64.8
22:40:14,24.5,64.8
22:40:19,24.5,64.8
22:40:25,24.6,64.8
22:40:30,24.5,64.7
22:40:36,24.5,64.7
22:40:41,24.5,64.8
22:40:47,24.5,64.8
22:40:52,24.5,64.8
22:40:58,24.5,64.8
22:41:06,24.5,64.8
22:41:11,24.5,64.8
22:41:17,24.5,64.7
22:41:22,24.5,64.7
22:41:28,24.6,64.8
22:41:34,24.6,64.8
22:41:39,24.6,64.8
22:41:50,24.6,64.8
22:41:55,24.5,64.7
22:42:01,24.6,64.8
22:42:06,24.6,64.8
22:42:12,24.5,64.7
22:42:17,24.6,64.8
22:42:23,24.5,64.7
22:43:16,24.6,64.6
22:43:24,24.6,64.6
22:43:30,24.6,64.5
22:43:38,24.6,64.5
22:43:46,24.5,64.4
22:43:52,24.6,64.4
22:44:00,24.6,64.4
22:44:05,24.6,64.4
22:44:11,24.5,64.3
22:44:16,24.6,64.3
22:44:24,24.6,64.4
22:44:30,24.6,64.4
22:44:35,24.6,64.5
22:44:41,24.5,64.4
22:44:46,24.6,64.5
22:44:52,24.6,64.6
22:45:03,24.5,64.5
22:45:08,24.6,64.6
22:45:14,24.6,64.6
22:45:19,24.5,64.5
22:45:25,24.6,64.6
22:45:30,24.6,64.6
22:45:36,24.6,64.6
22:45:41,24.6,64.5
22:45:47,24.6,64.5
22:45:52,24.6,64.5
22:45:58,24.6,64.5
22:46:03,24.6,64.5
22:46:09,24.6,64.4
22:46:15,24.6,64.4
22:46:20,24.6,64.4
22:46:26,24.6,64.4
22:46:31,24.6,64.3
22:46:37,24.6,64.3
22:46:42,24.6,64.4
22:46:48,24.6,64.4
22:46:53,24.6,64.4
22:46:59,24.6,64.4
22:47:04,24.6,64.4
